content,score,thumbsUpCount,at,texto_Traducido
Bonne application dans l'ensemble mais un gros bug lors de l'envoi de messages subsistent depuis trop longtemps qui force à fermer et rouvrir l'application. J'ai contacté le support et ils m'ont dit qu'ils ne trouvaient pas le problème en question. J'augmenterai la note lorsque ce problème sera résolu.,3,198,13/01/2024 14:37,Bonne application dans l'ensemble mais un gros bug lors de l'envoi de messages subsistent depuis trop longtemps qui force à fermer et rouvrir l'application. J'ai contacté le support et ils m'ont dit qu'ils ne trouvaient pas le problème en question. J'augmenterai la note lorsque ce problème sera résolu.
"Je n'arrive pas à m'inscrire et même quand je change de connexion, régler ce problème sinon on ne vas plus télécharger votre application 😡😡😡😡😡😡😡",1,0,12/01/2024 07:04,"Je n'arrive pas à m'inscrire et même quand je change de connexion, régler ce problème sinon on ne vas plus télécharger votre application 😡😡😡😡😡😡😡"
"Impossible de créer un profil . Essayez encore , essayez encore ... Je comprends pas pourquoi . Quelles solutions pour régler ce problème ?",3,0,09/01/2024 12:52,"Impossible de créer un profil . Essayez encore , essayez encore ... Je comprends pas pourquoi . Quelles solutions pour régler ce problème ?"
J'adore mais pas trop de relation sérieuse mais juste sexe,5,0,06/01/2024 15:17,J'adore mais pas trop de relation sérieuse mais juste sexe
"Des bugs et des bugs.... Toujours les mêmes soucis, et sur des smartphones différents... des problèmes d'envoi dans les msg (qui obligent régulièrement à refermer/réouvrir l'appli) : ce pb dure depuis plus d'1 an maintenant... Et des ""impossible d'actualiser"" qui se font de plus en plus souvents, m'obligeant à passer à la version web...",2,506,05/01/2024 02:21,"Des bugs et des bugs.... Toujours les mêmes soucis, et sur des smartphones différents... des problèmes d'envoi dans les msg (qui obligent régulièrement à refermer/réouvrir l'appli) : ce pb dure depuis plus d'1 an maintenant... Et des ""impossible d'actualiser"" qui se font de plus en plus souvents, m'obligeant à passer à la version web..."
J'étais banni alors que j'ai enlevé abonnement,1,3,03/01/2024 16:48,J'étais banni alors que j'ai enlevé abonnement
J'adore,5,0,01/01/2024 12:53,J'adore
Aujourd'hui l'envoie de message ne fonctionne pas. SVP corriger ce problème. Je pense sérieusement à quitter l'application.,1,5,28/12/2023 20:45,Aujourd'hui l'envoie de message ne fonctionne pas. SVP corriger ce problème. Je pense sérieusement à quitter l'application.
Application pratique pour de nouvelles rencontres à proximité de chez soie mais le seule problème c'est la publicité,5,5,27/12/2023 06:27,Application pratique pour de nouvelles rencontres à proximité de chez soie mais le seule problème c'est la publicité
Que des problèmes et le service technique ne font rien pour régler les problèmes !!! Ne pas prendre d'abonnement ça ne fonctionne pas mais ils prélèvent les compte quand même !!!! de pire en pire cette appli,1,11,26/12/2023 11:24,Que des problèmes et le service technique ne font rien pour régler les problèmes !!! Ne pas prendre d'abonnement ça ne fonctionne pas mais ils prélèvent les compte quand même !!!! de pire en pire cette appli
"Du jours au lendemain je ne peu plus voir de profil, on me fait bien comprendre qu'il faut l'abonnement.. A la limite le bug des message qui s'envoie pas je me suis habituer, mais ne voir aucun profil et attendre qu'on viennent me parler.. Pas ouf. Je pense enlever l'applis..",2,5,21/12/2023 15:03,"Du jours au lendemain je ne peu plus voir de profil, on me fait bien comprendre qu'il faut l'abonnement.. A la limite le bug des message qui s'envoie pas je me suis habituer, mais ne voir aucun profil et attendre qu'on viennent me parler.. Pas ouf. Je pense enlever l'applis.."
"Rendez à nouveau plus de profils, escrocs. Peut être qu'il y a plus de faux profils, Mais donnez nous la possibilité de VOIR PLUS surtout quand les profils ne nous interressent pas!!!!! ET Surtout en rural!!! Comment je vois du monde ou cherche l'amour la dedans???! Vous êtes TOTALEMENT à coté de la plaque DANS VOTRE REPONSE. Honteux",1,14,20/12/2023 04:07,"Rendez à nouveau plus de profils, escrocs. Peut être qu'il y a plus de faux profils, Mais donnez nous la possibilité de VOIR PLUS surtout quand les profils ne nous interressent pas!!!!! ET Surtout en rural!!! Comment je vois du monde ou cherche l'amour la dedans???! Vous êtes TOTALEMENT à coté de la plaque DANS VOTRE REPONSE. Honteux"
"Pourquoi laisser vous IP des personnes qui recommence leurs profils , À volonté ? Totalement idiot et pénible. Bloqué le ! . Cordialement.",1,0,14/12/2023 16:10,"Pourquoi laisser vous IP des personnes qui recommence leurs profils , À volonté ? Totalement idiot et pénible. Bloqué le ! . Cordialement."
Application d'animaux sauvages. Antisémitisme latent. Modération complice. On n'est pas en sécurité sur cette plate forme.,1,6,06/12/2023 19:02,Application d'animaux sauvages. Antisémitisme latent. Modération complice. On n'est pas en sécurité sur cette plate forme.
"Bonsoir, Je n'arrive plus à me connecter et cela est assez frustrant. Il m'annonce un problème technique, j'ai tout tenté desinstaller, vider le cache et redémarrer le téléphone rien n'y fais.",1,9,05/12/2023 16:33,"Bonsoir, Je n'arrive plus à me connecter et cela est assez frustrant. Il m'annonce un problème technique, j'ai tout tenté desinstaller, vider le cache et redémarrer le téléphone rien n'y fais."
"C'est génial ça. Moi qui voulais me lancer sur Grindr, il y a que des messages d'erreurs lors de l'inscription. Je n'ai pas dépassé le stade de la sélection de photo de profil. Et apparemment, le problème persiste depuis longtemps ?!",1,9,05/12/2023 09:20,"C'est génial ça. Moi qui voulais me lancer sur Grindr, il y a que des messages d'erreurs lors de l'inscription. Je n'ai pas dépassé le stade de la sélection de photo de profil. Et apparemment, le problème persiste depuis longtemps ?!"
"Quand j'essaye de me connecter le message ""un problème c'est produit "" s'affiche et cela ne fonctionne pas.",1,4,30/11/2023 11:56,"Quand j'essaye de me connecter le message ""un problème c'est produit "" s'affiche et cela ne fonctionne pas."
Imposible de résilier un abonnement .... Je pensais qu'il allait durer une semaine ... Voilà qui est reconductible .. et me voilà débité toutes les semaines !!!! Plus fácil de s'abonner !!!!! Après au petit bonheur la chance vraiment ras le bol de ces app voleuses !,3,1,29/11/2023 02:57,Imposible de résilier un abonnement .... Je pensais qu'il allait durer une semaine ... Voilà qui est reconductible .. et me voilà débité toutes les semaines !!!! Plus fácil de s'abonner !!!!! Après au petit bonheur la chance vraiment ras le bol de ces app voleuses !
Problème avec grindr ne peut actualiser,5,2,24/11/2023 17:37,Problème avec grindr ne peut actualiser
Probleme de ban pour rien,1,0,23/11/2023 22:44,Probleme de ban pour rien
Actuellement j'ai un problème avec un hacker qui s'amuse avec l'application fais gaffe à tout le monde parce que il a pris mes coordonnée et il est capable de prendre les bottes aussi,4,0,12/11/2023 11:02,Actuellement j'ai un problème avec un hacker qui s'amuse avec l'application fais gaffe à tout le monde parce que il a pris mes coordonnée et il est capable de prendre les bottes aussi
Menacé d'avoir enfreins les regles sans aucune explications. Ce site anti vieux et peuplé de mythos est ecoeurant. Jamais de recontre interessante....dans les sens du terme. Peut être faut-il tout payer...,1,1,12/11/2023 06:33,Menacé d'avoir enfreins les regles sans aucune explications. Ce site anti vieux et peuplé de mythos est ecoeurant. Jamais de recontre interessante....dans les sens du terme. Peut être faut-il tout payer...
Belle app avec supers cool systeme de security des personne je kiff,5,1,11/11/2023 22:51,Belle app avec supers cool systeme de security des personne je kiff
"Difficile d'envoyer des messages, c'est trop nul . veuillez résoudre ce problème",2,2,10/11/2023 19:53,"Difficile d'envoyer des messages, c'est trop nul . veuillez résoudre ce problème"
"More more and more expensive, Grindr prefers greed to safety.",1,0,04/11/2023 20:52,"More more and more expensive, Grindr prefers greed to safety."
"Application qui tombe en panne tous les 15 jours, je paye pour un abonnement et impossible de se connecter en dehors de la wifi....rien ne marche. Réponse de Grindr, êtes vous sur d avoir une connexion internet ? Tu réponds oui bien sûr je ne suis pas con, réponse euh désolé mais continuez à payer pour une application que vous ne pouvez pas utiliser",1,62,31/10/2023 00:48,"Application qui tombe en panne tous les 15 jours, je paye pour un abonnement et impossible de se connecter en dehors de la wifi....rien ne marche. Réponse de Grindr, êtes vous sur d avoir une connexion internet ? Tu réponds oui bien sûr je ne suis pas con, réponse euh désolé mais continuez à payer pour une application que vous ne pouvez pas utiliser"
De très gros problème d'envoi de message entre les message qui s'envoie pas qu'on est obligé de quitter l'application de retourner dessus et de renvoyer le message et les messages ou il y a marqué expédié mais que les personnes ne reçoivent jamais et j'ai fait le test avec un ami je lui est envoyé un message c'était marqué en dessous expédié mais il ne l'a jamais reçu !!!! Sinon à part ça super application.,2,9,27/10/2023 17:01,De très gros problème d'envoi de message entre les message qui s'envoie pas qu'on est obligé de quitter l'application de retourner dessus et de renvoyer le message et les messages ou il y a marqué expédié mais que les personnes ne reçoivent jamais et j'ai fait le test avec un ami je lui est envoyé un message c'était marqué en dessous expédié mais il ne l'a jamais reçu !!!! Sinon à part ça super application.
J'utilise l'application également depuis de nombreuses années et il y a toujours de nombreux bugs notamment des messages qui ne partent jamais même le relancement de l'application ne résout pas le problème. Ces bug n'encourage absolument. Peut-être faudrait-il corriger ses bug pour que davantage de personnes puissent s'abonner je vous invite à y réfléchir.,2,0,26/10/2023 05:29,J'utilise l'application également depuis de nombreuses années et il y a toujours de nombreux bugs notamment des messages qui ne partent jamais même le relancement de l'application ne résout pas le problème. Ces bug n'encourage absolument. Peut-être faudrait-il corriger ses bug pour que davantage de personnes puissent s'abonner je vous invite à y réfléchir.
J'adore,5,0,21/10/2023 07:03,J'adore
"Cette application est désumanisante se faire insulter et bloquer de suite sans raison apparente, rencontrer des gars qui disent vouloir du sérieux et aprés l'avoir fait disent que ce n'était qu'un coup d'un soir. Y'a même des escros, escorts, dealer,et autre gens dangereux que des tarés et gens en manque de sexe pratiquement et moi qui voulait essayer de trouver l'amour le fait de se faire bloquer et ne pas pouvoir conserver la conversation sans raison c'est de l'abus Tt ça c'est trop..",1,2,14/10/2023 18:37,"Cette application est désumanisante se faire insulter et bloquer de suite sans raison apparente, rencontrer des gars qui disent vouloir du sérieux et aprés l'avoir fait disent que ce n'était qu'un coup d'un soir. Y'a même des escros, escorts, dealer,et autre gens dangereux que des tarés et gens en manque de sexe pratiquement et moi qui voulait essayer de trouver l'amour le fait de se faire bloquer et ne pas pouvoir conserver la conversation sans raison c'est de l'abus Tt ça c'est trop.."
"Vraiment déçu comment une application peux être numéro 1 avec des bug récurente de puis 1 mois impossible de ce connecter en 4g malgré tout les manipulations de dépannage par le service d'assistance de Grindr. C'est dernier jour une nouvelle mise a jour a u lieu, je me suis dit enfin le problème sera résolu et bien non . Elle est bien la technologie,en faite c'est pour nous obliger de changer de téléphone de plus en plus souvent même au bout de un ans . Vive le capitalisme.",1,234,14/10/2023 04:32,"Vraiment déçu comment une application peux être numéro 1 avec des bug récurente de puis 1 mois impossible de ce connecter en 4g malgré tout les manipulations de dépannage par le service d'assistance de Grindr. C'est dernier jour une nouvelle mise a jour a u lieu, je me suis dit enfin le problème sera résolu et bien non . Elle est bien la technologie,en faite c'est pour nous obliger de changer de téléphone de plus en plus souvent même au bout de un ans . Vive le capitalisme."
Impossible de créer un compte c est tout un problème,1,1,05/10/2023 03:18,Impossible de créer un compte c est tout un problème
"warum schaffen ""wir"" es trotz starker interessenvertretungen nicht, eine datenschutzfreundliche non-profit-alternative aufzustellen? ❌ viele einschränkungen. gratisuser werden als content-rückgrat unterschätzt ❌ viele bugs ❌ trotz feedbacks kaum besserung, stattdessen oft neue einschränkungen und neue bugs. ❌ ermutigt zu ""leeren"" profilen. ❌ werbung: heimtückische fullscreen-fallen + banner gefährlich nah an bedienelementen. ❌ viele bot-profile, viel spam (schwacher spamfilter).",1,29,15/05/2024 19:12,"warum schaffen ""wir"" es trotz starker interessenvertretungen nicht, eine datenschutzfreundliche non-profit-alternative aufzustellen? ❌ viele einschränkungen. gratisuser werden als content-rückgrat unterschätzt ❌ viele bugs ❌ trotz feedbacks kaum besserung, stattdessen oft neue einschränkungen und neue bugs. ❌ ermutigt zu ""leeren"" profilen. ❌ werbung: heimtückische fullscreen-fallen + banner gefährlich nah an bedienelementen. ❌ viele bot-profile, viel spam (schwacher spamfilter)."
"Total asoziale App.Toleranz predigen, aber selber am untolerantesten.Dort sind die asozialsten,diskriminierendsten, gewissenlosensten,verlogensten Antichristen aller Zeiten,die nur Sex mit für sich geilen Typen suchen u.somit das Wort ""Freund"" in ihrem Profil missbrauchen,Leute respektlos behandeln(nicht oder nicht mehr antworten (Ghosting), die ihnen nett schreiben,aber nicht ihr Typ sind vom Aussehen.Admins sperren User,die sachlich ihre Meinung diesen Usern geschrieben haben. ERBÄRMLICH!!!",1,0,15/05/2024 15:02,"Total asoziale App.Toleranz predigen, aber selber am untolerantesten.Dort sind die asozialsten,diskriminierendsten, gewissenlosensten,verlogensten Antichristen aller Zeiten,die nur Sex mit für sich geilen Typen suchen u.somit das Wort ""Freund"" in ihrem Profil missbrauchen,Leute respektlos behandeln(nicht oder nicht mehr antworten (Ghosting), die ihnen nett schreiben,aber nicht ihr Typ sind vom Aussehen.Admins sperren User,die sachlich ihre Meinung diesen Usern geschrieben haben. ERBÄRMLICH!!!"
voller bots,1,1,14/05/2024 16:53,voller bots
HEALTH WARNING!!! The ads you are bombarded with are unacceptable. Especially if they play audios in super loud and raping your ear. I had several sudden hearing losses. You barely can open a profile without seeing ads. Moreover the app does have a major spam problem. Really really bad experience. Update: Spam time is over but you get spammed to allow notifications. Damn leave me alone.,2,2,13/05/2024 13:09,HEALTH WARNING!!! The ads you are bombarded with are unacceptable. Especially if they play audios in super loud and raping your ear. I had several sudden hearing losses. You barely can open a profile without seeing ads. Moreover the app does have a major spam problem. Really really bad experience. Update: Spam time is over but you get spammed to allow notifications. Damn leave me alone.
-1 Stern würde ich gerne geben. Die App hat massivste technische Probleme. Ständiger Verbindungsabbruch. Was aber immer problemlos durchkommt sind alle 13 Sekunden 5-sekündige Fullscreen-Ads.,1,19,05/05/2024 09:50,-1 Stern würde ich gerne geben. Die App hat massivste technische Probleme. Ständiger Verbindungsabbruch. Was aber immer problemlos durchkommt sind alle 13 Sekunden 5-sekündige Fullscreen-Ads.
"Jetzt kann man keine Fotos aus dem Verlauf mehr sehen wenn man oben auf die Punkte geht. Vorher konnte man dort noch alle sehen,die man bekommen hat. Heute muss man durch den ganzen Verlauf scrollen,wenn die überhaupt noch da sind..:( Bitte wieder ändern. Danke.",1,13,03/05/2024 09:32,"Jetzt kann man keine Fotos aus dem Verlauf mehr sehen wenn man oben auf die Punkte geht. Vorher konnte man dort noch alle sehen,die man bekommen hat. Heute muss man durch den ganzen Verlauf scrollen,wenn die überhaupt noch da sind..:( Bitte wieder ändern. Danke."
Are you serious? You just put a free feature behind a paywall. Do you hate your own community? Old Taps should still be visible. And btw. the amount you want to charge is just unbelievably high. There are already very much ads and you should get enough from them.,1,6,01/05/2024 12:48,Are you serious? You just put a free feature behind a paywall. Do you hate your own community? Old Taps should still be visible. And btw. the amount you want to charge is just unbelievably high. There are already very much ads and you should get enough from them.
"Wenn man sieht, dass nach fast 3 Wochen, das Facebook-Login Problem immer noch nicht gefixed wurde/der Entwickler einfach keinen Bock hat, es zu lösen, sollte man spätestens wissen, welcher Dreck diese App ist! Dass die User qualitativ nicht besser, als der Entwickler ist, kann man zumindest der App nicht ankreiden. Ein Hoch auf die offene und tolerante ""Community""... 🤮 PS: Es gibt zumindest noch die Romeo App 👏",1,3,28/04/2024 19:28,"Wenn man sieht, dass nach fast 3 Wochen, das Facebook-Login Problem immer noch nicht gefixed wurde/der Entwickler einfach keinen Bock hat, es zu lösen, sollte man spätestens wissen, welcher Dreck diese App ist! Dass die User qualitativ nicht besser, als der Entwickler ist, kann man zumindest der App nicht ankreiden. Ein Hoch auf die offene und tolerante ""Community""... 🤮 PS: Es gibt zumindest noch die Romeo App 👏"
"An sich die ""beste"" Datingapp. Aber ohne Witz, die App hat ständig Probleme zu laden und Chats werden nicht versendet. Und mittlerweile soll man auch für alle Optionen behahlen. Daher nur 2 Sterne.",2,5,27/04/2024 13:14,"An sich die ""beste"" Datingapp. Aber ohne Witz, die App hat ständig Probleme zu laden und Chats werden nicht versendet. Und mittlerweile soll man auch für alle Optionen behahlen. Daher nur 2 Sterne."
"Schreiben ist unmöglich geworden. Es ist eh schon schwierig, nicht an sozial inkompetente Vollidioten zu geraten und jetzt spinnt die App selbst auch noch. Jeder halben Satz wird unterbrochen und man wird aus dem Chat geschmissen. Das vorher Geschriebene ist dann weg und man darf nochmal anfangen. Absoluter Müll.",1,4,27/04/2024 03:08,"Schreiben ist unmöglich geworden. Es ist eh schon schwierig, nicht an sozial inkompetente Vollidioten zu geraten und jetzt spinnt die App selbst auch noch. Jeder halben Satz wird unterbrochen und man wird aus dem Chat geschmissen. Das vorher Geschriebene ist dann weg und man darf nochmal anfangen. Absoluter Müll."
"Free account: - such-Filter führen zu extrem eingeschränkten Suchergebnissen. - kein Vorgehen gegen maschinell erstellte Profile (betrug, Spam, Escort, ...) - Werbung nach jedem Chataufruf - Blockierung der Sicht von Profilen, die das eigene Profil aufgerufen haben - Profile, die eine Tapse hinterlassen haben können nur innerhalb von drei Stunden aufgerufen werden - Frech: Der Spruch ""alles beruht auf Gegenseitigkeit"" kommt bei älteren aufrufen (Danke für die Erziehung Grindr!)",1,3,27/04/2024 02:05,"Free account: - such-Filter führen zu extrem eingeschränkten Suchergebnissen. - kein Vorgehen gegen maschinell erstellte Profile (betrug, Spam, Escort, ...) - Werbung nach jedem Chataufruf - Blockierung der Sicht von Profilen, die das eigene Profil aufgerufen haben - Profile, die eine Tapse hinterlassen haben können nur innerhalb von drei Stunden aufgerufen werden - Frech: Der Spruch ""alles beruht auf Gegenseitigkeit"" kommt bei älteren aufrufen (Danke für die Erziehung Grindr!)"
ad- and spyware. no more mock locations either. a threat to your data and privacy.,1,49,26/04/2024 01:03,ad- and spyware. no more mock locations either. a threat to your data and privacy.
Es gibt zwar die möglichkeit im profil dass man Angeben kann dass man keine nacktbilder gesendet bekommen möchte Es gibt auch eine funktion das man so etwas melden kann sollte das Trotzdem passieren jedoch macht der Support überhaupt nichts wird man sexuell belästigt beleidigt bedroht oder noch schlimmeres ist das dem Support egal.,1,0,22/04/2024 16:29,Es gibt zwar die möglichkeit im profil dass man Angeben kann dass man keine nacktbilder gesendet bekommen möchte Es gibt auch eine funktion das man so etwas melden kann sollte das Trotzdem passieren jedoch macht der Support überhaupt nichts wird man sexuell belästigt beleidigt bedroht oder noch schlimmeres ist das dem Support egal.
Mehrfach Personen wegen Identitätsdiebstals gemeldet - meint ihr da ist dann was passiert? So viele Fake Profile gegen die nichts unternommen wird. Sehr viel und lästige Werbung und immer weniger Funktionen mit jedem Update.,1,5,16/04/2024 06:14,Mehrfach Personen wegen Identitätsdiebstals gemeldet - meint ihr da ist dann was passiert? So viele Fake Profile gegen die nichts unternommen wird. Sehr viel und lästige Werbung und immer weniger Funktionen mit jedem Update.
"it's a frustrating app.. So many security-safety issues on this app on all levels. I have been blocked 2 TIMES, because my phone ID is hacked or stolen. Apparently it is a common problem I'm not the only one. And customer service don't reachout to fix it.. Shame the only somewhat functioning gay app and I can't even use it nomore.",1,4,15/04/2024 04:42,"it's a frustrating app.. So many security-safety issues on this app on all levels. I have been blocked 2 TIMES, because my phone ID is hacked or stolen. Apparently it is a common problem I'm not the only one. And customer service don't reachout to fix it.. Shame the only somewhat functioning gay app and I can't even use it nomore."
Gute App aber oft hat sie ihre Software Probleme,5,0,11/04/2024 14:47,Gute App aber oft hat sie ihre Software Probleme
"User, die Wohnung suchen; Scammer, Escorts, Masseure, die ihre Dienste anbieten. Wenn man solche Profile meldet, bekommt man als Antwort, dass nichts unternommen wurde. ""Nachrichten versenden"" geht oft gar nicht. Man muss die App schließen, dann neu öffnen, dann geht es wieder. Man kann nicht mal mehr einen einzigen der eigenen ""Besucher"" anklicken! Wenn man Suche filtert, dann kommen nur mehr drei Profile als Ergebnis zum Klicken! Es wird immer weniger, was man anklicken kann. Einschränkung pur",1,230,07/04/2024 02:05,"User, die Wohnung suchen; Scammer, Escorts, Masseure, die ihre Dienste anbieten. Wenn man solche Profile meldet, bekommt man als Antwort, dass nichts unternommen wurde. ""Nachrichten versenden"" geht oft gar nicht. Man muss die App schließen, dann neu öffnen, dann geht es wieder. Man kann nicht mal mehr einen einzigen der eigenen ""Besucher"" anklicken! Wenn man Suche filtert, dann kommen nur mehr drei Profile als Ergebnis zum Klicken! Es wird immer weniger, was man anklicken kann. Einschränkung pur"
"Seit Tagen gibt es Probleme bei den Nachrichten. Sie werden zugestellt aber nicht gelesen, keine einzige Nachricht. Deswegen kommt auch keine Antwort. Tapse setzen klappt nicht immer. Ich habe mein Abo heute gekündigt.",1,7,05/04/2024 16:40,"Seit Tagen gibt es Probleme bei den Nachrichten. Sie werden zugestellt aber nicht gelesen, keine einzige Nachricht. Deswegen kommt auch keine Antwort. Tapse setzen klappt nicht immer. Ich habe mein Abo heute gekündigt."
Ach ! Lohnt sich nicht wirklich die Vollidioten bekommen schon so viel geld mit werbung. Und dennoch wird man gedrängt ein Abo abz schließen... Einfach daneben!!! Verstehe ich nicht! Macht kein Abo !!!!!!!!,1,6,03/04/2024 13:44,Ach ! Lohnt sich nicht wirklich die Vollidioten bekommen schon so viel geld mit werbung. Und dennoch wird man gedrängt ein Abo abz schließen... Einfach daneben!!! Verstehe ich nicht! Macht kein Abo !!!!!!!!
"Zurzeit hackt die App voll. Es wird lange Zeit benötigt um das Profil zu öffnen. Man kann keine Tapse schicken, ohne Fehlermeldung. Zu dem wird immer mehr Werbung und immer weniger Profile werden angezeigt uvm",1,8,02/04/2024 18:50,"Zurzeit hackt die App voll. Es wird lange Zeit benötigt um das Profil zu öffnen. Man kann keine Tapse schicken, ohne Fehlermeldung. Zu dem wird immer mehr Werbung und immer weniger Profile werden angezeigt uvm"
"Einfach nur anstrengend diese App. Der Community Gedanke ist gleich null. Ständig werden die Funktionen eingeschränkt, damit man ein Abo abschließt. Ständig die Aufforderung Benachrichtigungen zuzulassen. Ein einmaliges Nein wird nicht akzeptiert. Penetrante Werbung. Die App ist voller Bugs. Für diese App bezahle ich ganz ganz sicher nicht!",1,102,30/03/2024 21:41,"Einfach nur anstrengend diese App. Der Community Gedanke ist gleich null. Ständig werden die Funktionen eingeschränkt, damit man ein Abo abschließt. Ständig die Aufforderung Benachrichtigungen zuzulassen. Ein einmaliges Nein wird nicht akzeptiert. Penetrante Werbung. Die App ist voller Bugs. Für diese App bezahle ich ganz ganz sicher nicht!"
"Seit dem letzten Update bleiben kaum noch Funktionen ohne zu bezahlen. Aber warum Geld ausgeben. Schon so ist die App sehr instabil. Nachrichten gehen nicht raus, oder man ist offline obwohl man on ist. Viel Werbung. Immer mehr Fakeprofile, und Scammer. Klar ist, Grindr ist nur noch an Geld von Usern interessiert. Installieren lohnt nicht da gibt es andere Apps die weit besser sind. Sorry Grindr, aber ihr solltet mal euer Konzept überdenken!",1,9,27/03/2024 13:55,"Seit dem letzten Update bleiben kaum noch Funktionen ohne zu bezahlen. Aber warum Geld ausgeben. Schon so ist die App sehr instabil. Nachrichten gehen nicht raus, oder man ist offline obwohl man on ist. Viel Werbung. Immer mehr Fakeprofile, und Scammer. Klar ist, Grindr ist nur noch an Geld von Usern interessiert. Installieren lohnt nicht da gibt es andere Apps die weit besser sind. Sorry Grindr, aber ihr solltet mal euer Konzept überdenken!"
Kann mich nicht mehr neu registrieren... kein Problem gibt andere Apps die funktionieren,1,0,27/03/2024 03:48,Kann mich nicht mehr neu registrieren... kein Problem gibt andere Apps die funktionieren
"Most of the time it runs stable, but it also has its quirks with crashes, connection problems and sometimes it forgets. The costs are too expensive for the performance offered. Let the professionals take part in the development instead of just ripping off the men. Also mock GPS is blocked since years.",2,2,26/03/2024 14:46,"Most of the time it runs stable, but it also has its quirks with crashes, connection problems and sometimes it forgets. The costs are too expensive for the performance offered. Let the professionals take part in the development instead of just ripping off the men. Also mock GPS is blocked since years."
"also die app ist echt schlecht programmiert ständig server probleme, irgendwelche bugs und fehler. es ist wirklich ein wunder wenn man die app einen tag ohne irgendwelche probleme benutzten kann",2,5,26/03/2024 13:39,"also die app ist echt schlecht programmiert ständig server probleme, irgendwelche bugs und fehler. es ist wirklich ein wunder wenn man die app einen tag ohne irgendwelche probleme benutzten kann"
"wie unfassbar dumm muss man als Entwickler sein, derartige Werbung in die App zu integrieren und seine User zu vergraulen !!! Werbung, die sich fast nicht wegklicken lässt und nur noch nervt, nervt, nervt. App dadurch völlig unbrauchbar. Premium Account ?Niemals, nicht für diese Frechheit. Ich geh zu Romeo, dort ist auch die freie Version normal nutzbar",1,7,26/03/2024 06:15,"wie unfassbar dumm muss man als Entwickler sein, derartige Werbung in die App zu integrieren und seine User zu vergraulen !!! Werbung, die sich fast nicht wegklicken lässt und nur noch nervt, nervt, nervt. App dadurch völlig unbrauchbar. Premium Account ?Niemals, nicht für diese Frechheit. Ich geh zu Romeo, dort ist auch die freie Version normal nutzbar"
Voll teuer... das was es für lau gibt ist wenig...,3,4,18/03/2024 17:49,Voll teuer... das was es für lau gibt ist wenig...
"Werbung , Werbung und noch mal Werbung . Weniger Leute in der Suche , Taps kann ich nur mehr die letzten 3 Stunden sehen , dann muss ich das super teuere Abo abschließen . Immer wieder verbindungs Probleme ,Nachrichten werden nicht abgesendet, alles so extrem langsam ,keine wirklich neuen Features oder Ideen . Ausser das ich sehr viel Werbung schauen kann und trotzdem total eingeschränkt bin . War vor 6-7 Jahre mal echt gut jetzt ist es nur mehr abzocke",1,24,17/03/2024 06:29,"Werbung , Werbung und noch mal Werbung . Weniger Leute in der Suche , Taps kann ich nur mehr die letzten 3 Stunden sehen , dann muss ich das super teuere Abo abschließen . Immer wieder verbindungs Probleme ,Nachrichten werden nicht abgesendet, alles so extrem langsam ,keine wirklich neuen Features oder Ideen . Ausser das ich sehr viel Werbung schauen kann und trotzdem total eingeschränkt bin . War vor 6-7 Jahre mal echt gut jetzt ist es nur mehr abzocke"
Viele probleme beim aktualisieren,2,1,14/03/2024 17:00,Viele probleme beim aktualisieren
Diese App ist technisch eine Vollkatastrophe.,1,2,14/03/2024 16:22,Diese App ist technisch eine Vollkatastrophe.
Schmerzhaft dämliche Werbung über Minuten. Muss man jedes Mal sofort due App beenden. Irre.,1,2,10/03/2024 13:00,Schmerzhaft dämliche Werbung über Minuten. Muss man jedes Mal sofort due App beenden. Irre.
"Diese App ist nicht bedienbar, Volle Katastrophe, zu lange Ladezeiten, den Entwickler muss man entlassen... 😂🤣",1,5,10/03/2024 07:10,"Diese App ist nicht bedienbar, Volle Katastrophe, zu lange Ladezeiten, den Entwickler muss man entlassen... 😂🤣"
"Grindr unterstützt Online-Betrüger. Und wenn man versucht, andere Nutzer über Betrüger-Profile zu informieren, wird man von Grindr lebenslänglich gesperrt. Die einzige Community , die hier tatsächlich unterstützt wird, ist die Betrüger Community.",1,2,10/03/2024 03:01,"Grindr unterstützt Online-Betrüger. Und wenn man versucht, andere Nutzer über Betrüger-Profile zu informieren, wird man von Grindr lebenslänglich gesperrt. Die einzige Community , die hier tatsächlich unterstützt wird, ist die Betrüger Community."
"Das Problem mit der massiven Werbung die diese App verpestet hab ich als VPN-Addblocker User zum glück nich aber ganz ehrlich, warum verschwinden chats in denen man blockiert wird einfach im nichts, Was soll das? Man sucht nach chats bis man irgendwann rafft das die Pfeiffe mit der man eben noch gechattet hat einen blockiert hat weil er nicht dazu steht das er kein Interresse hat. Und ihr Grindr-Entwickler unterstützt dieses Verhalten auch noch? Sehr sehr schade! Romeo ist da deutlich weiter!",2,4,06/03/2024 18:16,"Das Problem mit der massiven Werbung die diese App verpestet hab ich als VPN-Addblocker User zum glück nich aber ganz ehrlich, warum verschwinden chats in denen man blockiert wird einfach im nichts, Was soll das? Man sucht nach chats bis man irgendwann rafft das die Pfeiffe mit der man eben noch gechattet hat einen blockiert hat weil er nicht dazu steht das er kein Interresse hat. Und ihr Grindr-Entwickler unterstützt dieses Verhalten auch noch? Sehr sehr schade! Romeo ist da deutlich weiter!"
